Sample	Target	Reads
N46	perk_nuc_scf7180000003402_73455-74100_1	491543
N46	perk_nuc_scf7180000003352_71298-72206_1-908_1	950261
N46	perk_nuc_scf7180000003591_3414-9913_1-2291_901	1878
N46	perk_nuc_scf7180000003334_39138-40969_372-1777_1	4832
N46	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	6890
N46	perk_nuc_scf7180000003602_54737-56021_1-1284_1	24463
N46	perk_nuc_scf7180000003687_22701-24808_4-2107_901	54954
N46	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N46	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	0
N46	perk_nuc_scf7180000003687_22703-23724_2-1021_1	45215
N46	perk_nuc_scf7180000003411_95621-97517_1-1896_1	42778
N46	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	1933
N46	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	2102
N46	perk_nuc_scf7180000003687_28378-29539_1-1161_1	52424
N46	perk_nuc_scf7180000003660_28831-29439_1	83
N46	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N46	perk_nuc_scf7180000003435_21523-22534_1-1011_1	9894
N46	perk_nuc_scf7180000003334_14360-15471_115-1021_1	202713
N46	paramoeba_nuc_scf7180000003402_66620-67222_1	43529
N46	perk_nuc_scf7180000003316_105075-106432_82-1354_1	12301
N46	paramoeba_nuc_scf7180000003517_25093-25627_1	11525
N46	perk_nuc_scf7180000003478_19048-20119_1-1071_1	309
N46	perk_nuc_scf7180000003897_23035-23940_1-905_1	554
N46	perk_nuc_scf7180000003532_6044-7296_4-1252_1	18888
N46	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	13568
N46	perk_nuc_scf7180000003402_72046-72895_1	6753
N46	perk_nuc_scf7180000003709_72424-73568_3-1144_1	71177
N46	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1149
N46	perk_nuc_scf7180000003560_925-2762_1-1837_901	167914
N46	perk_nuc_scf7180000003326_75881-76823_1-942_1	6750
N46	perk_nuc_scf7180000003897_16527-17683_3-1156_1	886990
N46	perk_nuc_scf7180000003913_1473-2529_1-1056_1	145325
N46	perk_nuc_scf7180000003454_34019-35215_1-1193_1	9685
N46	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	7
N46	perk_nuc_scf7180000003515_97393-101483_18-3600_901	60919
N46	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	10029
N46	paramoeba_mito_scf7180000003282_5381-6781_1	249827
N46	paramoeba_nuc_scf7180000004653_9090-9584_1	106377
N49	paramoeba_mito_scf7180000003282_17181-17683_1	37336
N49	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N49	paramoeba_nuc_scf7180000003537_4360-5238_1	14851
N49	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	10470
N49	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	31092
N49	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	631120
N49	paramoeba_mito_scf7180000003282_72335-73819_451	109062
N49	paramoeba_mito_scf7180000003282_2577-3764_451	5525
N49	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	11073
N49	paramoeba_mito_scf7180000003282_37622-38599_451	15183
N49	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	12951
N49	perk_nuc_scf7180000003402_73894-74460_1	54371
N49	perk_nuc_scf7180000003591_3416-4408_1-990_1	37418
N49	perk_nuc_scf7180000003623_28906-30006_1-1100_1	23443
N49	perk_nuc_scf7180000003752_5410-7175_739-1757_1	12733
N49	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N49	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N49	perk_nuc_scf7180000003402_73455-74100_1	949952
N49	perk_nuc_scf7180000003352_71298-72206_1-908_1	176631
N49	perk_nuc_scf7180000003591_3414-9913_1-2291_901	31178
N49	perk_nuc_scf7180000003334_39138-40969_372-1777_1	20474
N49	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	13537
N49	perk_nuc_scf7180000003602_54737-56021_1-1284_1	57891
N49	perk_nuc_scf7180000003687_22701-24808_4-2107_901	56278
N49	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	577
N49	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	124
N49	perk_nuc_scf7180000003687_22703-23724_2-1021_1	44364
N49	perk_nuc_scf7180000003411_95621-97517_1-1896_1	12758
N49	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	3608
N49	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	88814
N49	perk_nuc_scf7180000003687_28378-29539_1-1161_1	56642
N49	perk_nuc_scf7180000003660_28831-29439_1	44713
N49	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N49	perk_nuc_scf7180000003435_21523-22534_1-1011_1	12554
N49	perk_nuc_scf7180000003334_14360-15471_115-1021_1	75519
N49	paramoeba_nuc_scf7180000003402_66620-67222_1	153048
N49	perk_nuc_scf7180000003316_105075-106432_82-1354_1	3546
N49	paramoeba_nuc_scf7180000003517_25093-25627_1	16962
N49	perk_nuc_scf7180000003478_19048-20119_1-1071_1	27440
N49	perk_nuc_scf7180000003897_23035-23940_1-905_1	6972
N49	perk_nuc_scf7180000003532_6044-7296_4-1252_1	6124
N49	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	11241
N49	perk_nuc_scf7180000003402_72046-72895_1	15036
N49	perk_nuc_scf7180000003709_72424-73568_3-1144_1	48491
N49	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	24233
N49	perk_nuc_scf7180000003560_925-2762_1-1837_901	117885
N49	perk_nuc_scf7180000003326_75881-76823_1-942_1	11288
N49	perk_nuc_scf7180000003897_16527-17683_3-1156_1	251891
N49	perk_nuc_scf7180000003913_1473-2529_1-1056_1	103604
N49	perk_nuc_scf7180000003454_34019-35215_1-1193_1	11532
N49	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	16675
N49	perk_nuc_scf7180000003515_97393-101483_18-3600_901	44143
N49	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	16151
N49	paramoeba_mito_scf7180000003282_5381-6781_1	1377007
N49	paramoeba_nuc_scf7180000004653_9090-9584_1	261488
N50	paramoeba_mito_scf7180000003282_17181-17683_1	42772
N50	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	2516
N50	paramoeba_nuc_scf7180000003537_4360-5238_1	24552
N50	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	24924
N50	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	31215
N50	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	143518
N50	paramoeba_mito_scf7180000003282_72335-73819_451	55739
N50	paramoeba_mito_scf7180000003282_2577-3764_451	17185
N50	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	25094
N50	paramoeba_mito_scf7180000003282_37622-38599_451	21297
N50	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	17946
N50	perk_nuc_scf7180000003402_73894-74460_1	40487
N50	perk_nuc_scf7180000003591_3416-4408_1-990_1	42301
N50	perk_nuc_scf7180000003623_28906-30006_1-1100_1	15459
N50	perk_nuc_scf7180000003752_5410-7175_739-1757_1	32795
N50	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N50	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	17410
N50	perk_nuc_scf7180000003402_73455-74100_1	184307
N50	perk_nuc_scf7180000003352_71298-72206_1-908_1	232308
N50	perk_nuc_scf7180000003591_3414-9913_1-2291_901	29637
N50	perk_nuc_scf7180000003334_39138-40969_372-1777_1	25250
N50	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	17774
N50	perk_nuc_scf7180000003602_54737-56021_1-1284_1	47501
N50	perk_nuc_scf7180000003687_22701-24808_4-2107_901	56319
N50	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	14616
N50	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	18430
N50	perk_nuc_scf7180000003687_22703-23724_2-1021_1	33699
N50	perk_nuc_scf7180000003411_95621-97517_1-1896_1	27995
N50	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	16306
N50	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	115934
N50	perk_nuc_scf7180000003687_28378-29539_1-1161_1	89064
N50	perk_nuc_scf7180000003660_28831-29439_1	56524
N50	perk_nuc_scf7180000003435_20352-22534_1-2182_901	25
N50	perk_nuc_scf7180000003435_21523-22534_1-1011_1	23894
N50	perk_nuc_scf7180000003334_14360-15471_115-1021_1	437801
N50	paramoeba_nuc_scf7180000003402_66620-67222_1	49756
N50	perk_nuc_scf7180000003316_105075-106432_82-1354_1	27988
N50	paramoeba_nuc_scf7180000003517_25093-25627_1	21175
N50	perk_nuc_scf7180000003478_19048-20119_1-1071_1	39422
N50	perk_nuc_scf7180000003897_23035-23940_1-905_1	28538
N50	perk_nuc_scf7180000003532_6044-7296_4-1252_1	45744
N50	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	19278
N50	perk_nuc_scf7180000003402_72046-72895_1	21601
N50	perk_nuc_scf7180000003709_72424-73568_3-1144_1	49978
N50	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	20744
N50	perk_nuc_scf7180000003560_925-2762_1-1837_901	126456
N50	perk_nuc_scf7180000003326_75881-76823_1-942_1	16754
N50	perk_nuc_scf7180000003897_16527-17683_3-1156_1	132075
N50	perk_nuc_scf7180000003913_1473-2529_1-1056_1	103424
N50	perk_nuc_scf7180000003454_34019-35215_1-1193_1	4104
N50	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	12444
N50	perk_nuc_scf7180000003515_97393-101483_18-3600_901	56315
N50	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	56982
N50	paramoeba_mito_scf7180000003282_5381-6781_1	104256
N50	paramoeba_nuc_scf7180000004653_9090-9584_1	351603
N51	paramoeba_mito_scf7180000003282_17181-17683_1	210394
N51	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N51	paramoeba_nuc_scf7180000003537_4360-5238_1	83645
N51	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	572353
N51	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	52192
N51	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1033120
N51	paramoeba_mito_scf7180000003282_72335-73819_451	223220
N51	paramoeba_mito_scf7180000003282_2577-3764_451	7937
N51	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	22964
N51	paramoeba_mito_scf7180000003282_37622-38599_451	12566
N51	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N51	perk_nuc_scf7180000003402_73894-74460_1	385150
N51	perk_nuc_scf7180000003591_3416-4408_1-990_1	294477
N51	perk_nuc_scf7180000003623_28906-30006_1-1100_1	35226
N51	perk_nuc_scf7180000003752_5410-7175_739-1757_1	55999
N51	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N51	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N51	perk_nuc_scf7180000003402_73455-74100_1	1881747
N51	perk_nuc_scf7180000003352_71298-72206_1-908_1	1764207
N51	perk_nuc_scf7180000003591_3414-9913_1-2291_901	34875
N51	perk_nuc_scf7180000003334_39138-40969_372-1777_1	16088
N51	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	1564
N51	perk_nuc_scf7180000003602_54737-56021_1-1284_1	442931
N51	perk_nuc_scf7180000003687_22701-24808_4-2107_901	245927
N51	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	141764
N51	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	15
N51	perk_nuc_scf7180000003687_22703-23724_2-1021_1	211713
N51	perk_nuc_scf7180000003411_95621-97517_1-1896_1	301463
N51	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	156
N51	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	700861
N51	perk_nuc_scf7180000003687_28378-29539_1-1161_1	245897
N51	perk_nuc_scf7180000003660_28831-29439_1	35791
N51	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N51	perk_nuc_scf7180000003435_21523-22534_1-1011_1	45859
N51	perk_nuc_scf7180000003334_14360-15471_115-1021_1	2751313
N51	paramoeba_nuc_scf7180000003402_66620-67222_1	140386
N51	perk_nuc_scf7180000003316_105075-106432_82-1354_1	100498
N51	paramoeba_nuc_scf7180000003517_25093-25627_1	2558
N51	perk_nuc_scf7180000003478_19048-20119_1-1071_1	560
N51	perk_nuc_scf7180000003897_23035-23940_1-905_1	25562
N51	perk_nuc_scf7180000003532_6044-7296_4-1252_1	231977
N51	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	74639
N51	perk_nuc_scf7180000003402_72046-72895_1	6404
N51	perk_nuc_scf7180000003709_72424-73568_3-1144_1	217948
N51	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	79
N51	perk_nuc_scf7180000003560_925-2762_1-1837_901	509714
N51	perk_nuc_scf7180000003326_75881-76823_1-942_1	27488
N51	perk_nuc_scf7180000003897_16527-17683_3-1156_1	358040
N51	perk_nuc_scf7180000003913_1473-2529_1-1056_1	301242
N51	perk_nuc_scf7180000003454_34019-35215_1-1193_1	2782
N51	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	83618
N51	perk_nuc_scf7180000003515_97393-101483_18-3600_901	140715
N51	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	16468
N51	paramoeba_mito_scf7180000003282_5381-6781_1	1039329
N51	paramoeba_nuc_scf7180000004653_9090-9584_1	1720809
N54	paramoeba_mito_scf7180000003282_17181-17683_1	135595
N54	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N54	paramoeba_nuc_scf7180000003537_4360-5238_1	56352
N54	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	547198
N54	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	54003
N54	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1037740
N54	paramoeba_mito_scf7180000003282_72335-73819_451	54713
N54	paramoeba_mito_scf7180000003282_2577-3764_451	19258
N54	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	68814
N54	paramoeba_mito_scf7180000003282_37622-38599_451	304069
N54	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N54	perk_nuc_scf7180000003402_73894-74460_1	742746
N54	perk_nuc_scf7180000003591_3416-4408_1-990_1	360827
N54	perk_nuc_scf7180000003623_28906-30006_1-1100_1	56042
N54	perk_nuc_scf7180000003752_5410-7175_739-1757_1	47725
N54	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N54	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	543
N54	perk_nuc_scf7180000003402_73455-74100_1	5162716
N54	perk_nuc_scf7180000003352_71298-72206_1-908_1	2632976
N54	perk_nuc_scf7180000003591_3414-9913_1-2291_901	64043
N54	perk_nuc_scf7180000003334_39138-40969_372-1777_1	264209
N54	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	197795
N54	perk_nuc_scf7180000003602_54737-56021_1-1284_1	427020
N54	perk_nuc_scf7180000003687_22701-24808_4-2107_901	513568
N54	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	63070
N54	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	221
N54	perk_nuc_scf7180000003687_22703-23724_2-1021_1	263048
N54	perk_nuc_scf7180000003411_95621-97517_1-1896_1	178241
N54	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	101540
N54	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	318274
N54	perk_nuc_scf7180000003687_28378-29539_1-1161_1	325422
N54	perk_nuc_scf7180000003660_28831-29439_1	55003
N54	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N54	perk_nuc_scf7180000003435_21523-22534_1-1011_1	55087
N54	perk_nuc_scf7180000003334_14360-15471_115-1021_1	509051
N54	paramoeba_nuc_scf7180000003402_66620-67222_1	922746
N54	perk_nuc_scf7180000003316_105075-106432_82-1354_1	121018
N54	paramoeba_nuc_scf7180000003517_25093-25627_1	31605
N54	perk_nuc_scf7180000003478_19048-20119_1-1071_1	4932
N54	perk_nuc_scf7180000003897_23035-23940_1-905_1	138714
N54	perk_nuc_scf7180000003532_6044-7296_4-1252_1	237934
N54	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	39301
N54	perk_nuc_scf7180000003402_72046-72895_1	7562
N54	perk_nuc_scf7180000003709_72424-73568_3-1144_1	684505
N54	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	18954
N54	perk_nuc_scf7180000003560_925-2762_1-1837_901	827670
N54	perk_nuc_scf7180000003326_75881-76823_1-942_1	86294
N54	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1839006
N54	perk_nuc_scf7180000003913_1473-2529_1-1056_1	1158355
N54	perk_nuc_scf7180000003454_34019-35215_1-1193_1	57264
N54	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	3074
N54	perk_nuc_scf7180000003515_97393-101483_18-3600_901	318439
N54	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	11513
N54	paramoeba_mito_scf7180000003282_5381-6781_1	1150808
N54	paramoeba_nuc_scf7180000004653_9090-9584_1	2637532
N55	paramoeba_mito_scf7180000003282_17181-17683_1	181046
N55	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N55	paramoeba_nuc_scf7180000003537_4360-5238_1	58606
N55	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	453478
N55	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	34510
N55	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1405642
N55	paramoeba_mito_scf7180000003282_72335-73819_451	52701
N55	paramoeba_mito_scf7180000003282_2577-3764_451	21120
N55	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	109564
N55	paramoeba_mito_scf7180000003282_37622-38599_451	486831
N55	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	9935
N55	perk_nuc_scf7180000003402_73894-74460_1	1256130
N55	perk_nuc_scf7180000003591_3416-4408_1-990_1	500551
N55	perk_nuc_scf7180000003623_28906-30006_1-1100_1	52886
N55	perk_nuc_scf7180000003752_5410-7175_739-1757_1	52026
N55	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N55	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	2020
N55	perk_nuc_scf7180000003402_73455-74100_1	6292102
N55	perk_nuc_scf7180000003352_71298-72206_1-908_1	3211743
N55	perk_nuc_scf7180000003591_3414-9913_1-2291_901	77493
N55	perk_nuc_scf7180000003334_39138-40969_372-1777_1	314022
N55	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	171498
N55	perk_nuc_scf7180000003602_54737-56021_1-1284_1	716127
N55	perk_nuc_scf7180000003687_22701-24808_4-2107_901	543146
N55	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	2202
N55	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	2229
N55	perk_nuc_scf7180000003687_22703-23724_2-1021_1	390338
N55	perk_nuc_scf7180000003411_95621-97517_1-1896_1	124461
N55	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	108591
N55	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	367054
N55	perk_nuc_scf7180000003687_28378-29539_1-1161_1	218218
N55	perk_nuc_scf7180000003660_28831-29439_1	139068
N55	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N55	perk_nuc_scf7180000003435_21523-22534_1-1011_1	64284
N55	perk_nuc_scf7180000003334_14360-15471_115-1021_1	503038
N55	paramoeba_nuc_scf7180000003402_66620-67222_1	1027223
N55	perk_nuc_scf7180000003316_105075-106432_82-1354_1	158939
N55	paramoeba_nuc_scf7180000003517_25093-25627_1	3771
N55	perk_nuc_scf7180000003478_19048-20119_1-1071_1	22749
N55	perk_nuc_scf7180000003897_23035-23940_1-905_1	176564
N55	perk_nuc_scf7180000003532_6044-7296_4-1252_1	234498
N55	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	15713
N55	perk_nuc_scf7180000003402_72046-72895_1	6843
N55	perk_nuc_scf7180000003709_72424-73568_3-1144_1	584594
N55	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	7104
N55	perk_nuc_scf7180000003560_925-2762_1-1837_901	568617
N55	perk_nuc_scf7180000003326_75881-76823_1-942_1	163668
N55	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1125878
N55	perk_nuc_scf7180000003913_1473-2529_1-1056_1	1386533
N55	perk_nuc_scf7180000003454_34019-35215_1-1193_1	58403
N55	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	173108
N55	perk_nuc_scf7180000003515_97393-101483_18-3600_901	425422
N55	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	14614
N55	paramoeba_mito_scf7180000003282_5381-6781_1	1606836
N55	paramoeba_nuc_scf7180000004653_9090-9584_1	3472438
N57	paramoeba_mito_scf7180000003282_17181-17683_1	168321
N57	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N57	paramoeba_nuc_scf7180000003537_4360-5238_1	60384
N57	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	352723
N57	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	374922
N57	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1256098
N57	paramoeba_mito_scf7180000003282_72335-73819_451	26430
N57	paramoeba_mito_scf7180000003282_2577-3764_451	12333
N57	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	38683
N57	paramoeba_mito_scf7180000003282_37622-38599_451	84839
N57	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N57	perk_nuc_scf7180000003402_73894-74460_1	429328
N57	perk_nuc_scf7180000003591_3416-4408_1-990_1	380093
N57	perk_nuc_scf7180000003623_28906-30006_1-1100_1	30131
N57	perk_nuc_scf7180000003752_5410-7175_739-1757_1	63038
N57	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N57	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	76
N57	perk_nuc_scf7180000003402_73455-74100_1	6281953
N57	perk_nuc_scf7180000003352_71298-72206_1-908_1	1929472
N57	perk_nuc_scf7180000003591_3414-9913_1-2291_901	172129
N57	perk_nuc_scf7180000003334_39138-40969_372-1777_1	281305
N57	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	177980
N57	perk_nuc_scf7180000003602_54737-56021_1-1284_1	572990
N57	perk_nuc_scf7180000003687_22701-24808_4-2107_901	798176
N57	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	556450
N57	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	288
N57	perk_nuc_scf7180000003687_22703-23724_2-1021_1	310100
N57	perk_nuc_scf7180000003411_95621-97517_1-1896_1	135733
N57	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	126019
N57	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	494793
N57	perk_nuc_scf7180000003687_28378-29539_1-1161_1	500445
N57	perk_nuc_scf7180000003660_28831-29439_1	60439
N57	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N57	perk_nuc_scf7180000003435_21523-22534_1-1011_1	94010
N57	perk_nuc_scf7180000003334_14360-15471_115-1021_1	1826242
N57	paramoeba_nuc_scf7180000003402_66620-67222_1	788175
N57	perk_nuc_scf7180000003316_105075-106432_82-1354_1	78168
N57	paramoeba_nuc_scf7180000003517_25093-25627_1	6123
N57	perk_nuc_scf7180000003478_19048-20119_1-1071_1	1933
N57	perk_nuc_scf7180000003897_23035-23940_1-905_1	109168
N57	perk_nuc_scf7180000003532_6044-7296_4-1252_1	212687
N57	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	48883
N57	perk_nuc_scf7180000003402_72046-72895_1	16276
N57	perk_nuc_scf7180000003709_72424-73568_3-1144_1	729421
N57	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	150
N57	perk_nuc_scf7180000003560_925-2762_1-1837_901	1029154
N57	perk_nuc_scf7180000003326_75881-76823_1-942_1	84768
N57	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1024531
N57	perk_nuc_scf7180000003913_1473-2529_1-1056_1	427971
N57	perk_nuc_scf7180000003454_34019-35215_1-1193_1	24358
N57	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	143299
N57	perk_nuc_scf7180000003515_97393-101483_18-3600_901	422642
N57	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	17476
N57	paramoeba_mito_scf7180000003282_5381-6781_1	1388576
N57	paramoeba_nuc_scf7180000004653_9090-9584_1	2464536
N60	paramoeba_mito_scf7180000003282_17181-17683_1	271392
N60	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N60	paramoeba_nuc_scf7180000003537_4360-5238_1	31812
N60	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	1032367
N60	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	105682
N60	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1234666
N60	paramoeba_mito_scf7180000003282_72335-73819_451	137861
N60	paramoeba_mito_scf7180000003282_2577-3764_451	29265
N60	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	88202
N60	paramoeba_mito_scf7180000003282_37622-38599_451	102689
N60	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N60	perk_nuc_scf7180000003402_73894-74460_1	682820
